danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.465,0.7,10,-5.163,0,0.0893,0.203,0.0,0.299,0.276,120.854,audio_features,5Se32hEA9raeboZerywxka,spotify:track:5Se32hEA9raeboZerywxka,https://api.spotify.com/v1/tracks/5Se32hEA9raeboZerywxka,https://api.spotify.com/v1/audio-analysis/5Se32hEA9raeboZerywxka,230709,4
0.814,0.312,8,-8.215,1,0.166,0.477,0.000129,0.121,0.298,119.967,audio_features,3ria9Axw5mheRAOoP9bnof,spotify:track:3ria9Axw5mheRAOoP9bnof,https://api.spotify.com/v1/tracks/3ria9Axw5mheRAOoP9bnof,https://api.spotify.com/v1/audio-analysis/3ria9Axw5mheRAOoP9bnof,207998,4
0.55,0.34,5,-7.988,1,0.0311,0.647,0.0,0.121,0.195,112.077,audio_features,0dn6S6lJqAIQg90kMmWtVj,spotify:track:0dn6S6lJqAIQg90kMmWtVj,https://api.spotify.com/v1/tracks/0dn6S6lJqAIQg90kMmWtVj,https://api.spotify.com/v1/audio-analysis/0dn6S6lJqAIQg90kMmWtVj,213027,4
0.653,0.513,11,-8.972,1,0.0724,0.964,0.693,0.148,0.844,153.683,audio_features,1sWYVBg7ix2WAq43J9nY7E,spotify:track:1sWYVBg7ix2WAq43J9nY7E,https://api.spotify.com/v1/tracks/1sWYVBg7ix2WAq43J9nY7E,https://api.spotify.com/v1/audio-analysis/1sWYVBg7ix2WAq43J9nY7E,166179,4
0.85,0.259,9,-12.931,1,0.0649,0.865,0.836,0.11,0.687,136.958,audio_features,5Dc6FngGTmyegDDvYnYRVY,spotify:track:5Dc6FngGTmyegDDvYnYRVY,https://api.spotify.com/v1/tracks/5Dc6FngGTmyegDDvYnYRVY,https://api.spotify.com/v1/audio-analysis/5Dc6FngGTmyegDDvYnYRVY,140413,4
0.752,0.65,2,-7.638,1,0.0263,0.0511,0.771,0.0898,0.976,99.97,audio_features,1eaxLiyvPHiV7uQIfTYc9T,spotify:track:1eaxLiyvPHiV7uQIfTYc9T,https://api.spotify.com/v1/tracks/1eaxLiyvPHiV7uQIfTYc9T,https://api.spotify.com/v1/audio-analysis/1eaxLiyvPHiV7uQIfTYc9T,143225,4
0.486,0.733,1,-7.978,1,0.131,0.399,8.28e-06,0.13,0.731,98.06,audio_features,3kduxaRADVX6gVfZ6IeqcB,spotify:track:3kduxaRADVX6gVfZ6IeqcB,https://api.spotify.com/v1/tracks/3kduxaRADVX6gVfZ6IeqcB,https://api.spotify.com/v1/audio-analysis/3kduxaRADVX6gVfZ6IeqcB,229520,4
0.557,0.581,2,-5.293,1,0.0316,0.0184,0.0,0.115,0.198,80.178,audio_features,6egdXtpyZGrZwsaESnpHAi,spotify:track:6egdXtpyZGrZwsaESnpHAi,https://api.spotify.com/v1/tracks/6egdXtpyZGrZwsaESnpHAi,https://api.spotify.com/v1/audio-analysis/6egdXtpyZGrZwsaESnpHAi,277816,4
0.601,0.294,2,-14.038,1,0.0319,0.282,0.00112,0.0951,0.277,144.01,audio_features,2zmX9ZW7OXmB5wZ7xJPssM,spotify:track:2zmX9ZW7OXmB5wZ7xJPssM,https://api.spotify.com/v1/tracks/2zmX9ZW7OXmB5wZ7xJPssM,https://api.spotify.com/v1/audio-analysis/2zmX9ZW7OXmB5wZ7xJPssM,265191,4
0.539,0.555,10,-9.335,1,0.0311,0.688,0.0138,0.203,0.317,134.087,audio_features,1jKxwArqTJZtZGYE80wyP0,spotify:track:1jKxwArqTJZtZGYE80wyP0,https://api.spotify.com/v1/tracks/1jKxwArqTJZtZGYE80wyP0,https://api.spotify.com/v1/audio-analysis/1jKxwArqTJZtZGYE80wyP0,137240,4
0.427,0.709,1,-5.576,1,0.0298,0.0034,0.783,0.27,0.33,80.193,audio_features,6kOT10pPFsgJEWQCW1X8FO,spotify:track:6kOT10pPFsgJEWQCW1X8FO,https://api.spotify.com/v1/tracks/6kOT10pPFsgJEWQCW1X8FO,https://api.spotify.com/v1/audio-analysis/6kOT10pPFsgJEWQCW1X8FO,135154,4
0.447,0.636,1,-6.999,0,0.0283,0.149,0.346,0.111,0.279,172.014,audio_features,613z2xGn7dvBcXn16HU4xy,spotify:track:613z2xGn7dvBcXn16HU4xy,https://api.spotify.com/v1/tracks/613z2xGn7dvBcXn16HU4xy,https://api.spotify.com/v1/audio-analysis/613z2xGn7dvBcXn16HU4xy,142151,4
0.598,0.372,4,-10.41,1,0.0274,0.479,6.54e-06,0.116,0.432,118.02,audio_features,2WjEUnzuDhwlFpp9epgtrW,spotify:track:2WjEUnzuDhwlFpp9epgtrW,https://api.spotify.com/v1/tracks/2WjEUnzuDhwlFpp9epgtrW,https://api.spotify.com/v1/audio-analysis/2WjEUnzuDhwlFpp9epgtrW,213356,4
0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,audio_features,51ZQ1vr10ffzbwIjDCwqm4,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/tracks/51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/audio-analysis/51ZQ1vr10ffzbwIjDCwqm4,228639,4
0.491,0.47,0,-9.438,1,0.243,0.123,0.221,0.109,0.277,179.784,audio_features,1RV0XIw3iSYmlBOwrhJC6D,spotify:track:1RV0XIw3iSYmlBOwrhJC6D,https://api.spotify.com/v1/tracks/1RV0XIw3iSYmlBOwrhJC6D,https://api.spotify.com/v1/audio-analysis/1RV0XIw3iSYmlBOwrhJC6D,162237,4
0.577,0.303,8,-12.328,1,0.0309,0.855,0.539,0.0936,0.233,129.082,audio_features,5lDPr9m2SCnDCrCPX6o0xz,spotify:track:5lDPr9m2SCnDCrCPX6o0xz,https://api.spotify.com/v1/tracks/5lDPr9m2SCnDCrCPX6o0xz,https://api.spotify.com/v1/audio-analysis/5lDPr9m2SCnDCrCPX6o0xz,167881,4
0.682,0.42,0,-9.096,1,0.0561,0.282,0.0,0.242,0.266,90.443,audio_features,1j7zUafZKVFHX4o8LbwaP9,spotify:track:1j7zUafZKVFHX4o8LbwaP9,https://api.spotify.com/v1/tracks/1j7zUafZKVFHX4o8LbwaP9,https://api.spotify.com/v1/audio-analysis/1j7zUafZKVFHX4o8LbwaP9,163615,4
0.735,0.688,5,-5.471,1,0.104,0.21,3.11e-05,0.106,0.282,110.045,audio_features,68vxG1i6RSmrsY9mRdqDgG,spotify:track:68vxG1i6RSmrsY9mRdqDgG,https://api.spotify.com/v1/tracks/68vxG1i6RSmrsY9mRdqDgG,https://api.spotify.com/v1/audio-analysis/68vxG1i6RSmrsY9mRdqDgG,213173,4
0.758,0.339,5,-12.701,0,0.0728,0.549,0.000314,0.117,0.228,123.916,audio_features,7fBsnjE8uxgYad3PSnlbxk,spotify:track:7fBsnjE8uxgYad3PSnlbxk,https://api.spotify.com/v1/tracks/7fBsnjE8uxgYad3PSnlbxk,https://api.spotify.com/v1/audio-analysis/7fBsnjE8uxgYad3PSnlbxk,172141,4
0.646,0.646,10,-7.988,0,0.0722,0.256,0.136,0.0971,0.559,93.456,audio_features,7zlLRic7iTqetsxKJY6xdS,spotify:track:7zlLRic7iTqetsxKJY6xdS,https://api.spotify.com/v1/tracks/7zlLRic7iTqetsxKJY6xdS,https://api.spotify.com/v1/audio-analysis/7zlLRic7iTqetsxKJY6xdS,219598,4
0.682,0.135,8,-11.738,1,0.0408,0.576,0.0,0.1,0.0985,106.803,audio_features,2DKFO9ECtvSLD42niPzgZ5,spotify:track:2DKFO9ECtvSLD42niPzgZ5,https://api.spotify.com/v1/tracks/2DKFO9ECtvSLD42niPzgZ5,https://api.spotify.com/v1/audio-analysis/2DKFO9ECtvSLD42niPzgZ5,126662,4
0.556,0.453,1,-9.156,0,0.0362,0.543,0.00951,0.113,0.171,129.966,audio_features,5imfeeK84IEoXy3f4JKxdB,spotify:track:5imfeeK84IEoXy3f4JKxdB,https://api.spotify.com/v1/tracks/5imfeeK84IEoXy3f4JKxdB,https://api.spotify.com/v1/audio-analysis/5imfeeK84IEoXy3f4JKxdB,223320,4
0.514,0.273,3,-14.038,0,0.0384,0.851,0.022,0.0859,0.155,132.127,audio_features,6CFo85nLUfIXgfpspbWICv,spotify:track:6CFo85nLUfIXgfpspbWICv,https://api.spotify.com/v1/tracks/6CFo85nLUfIXgfpspbWICv,https://api.spotify.com/v1/audio-analysis/6CFo85nLUfIXgfpspbWICv,209361,4
0.54,0.396,7,-6.801,1,0.0306,0.515,1.35e-05,0.117,0.214,81.017,audio_features,5WMA8AmXGff8wo450I3Ecn,spotify:track:5WMA8AmXGff8wo450I3Ecn,https://api.spotify.com/v1/tracks/5WMA8AmXGff8wo450I3Ecn,https://api.spotify.com/v1/audio-analysis/5WMA8AmXGff8wo450I3Ecn,239395,4
0.569,0.792,1,-4.283,0,0.057,0.062,0.0,0.176,0.702,75.533,audio_features,2VOtwqdoceXN37vDafReh5,spotify:track:2VOtwqdoceXN37vDafReh5,https://api.spotify.com/v1/tracks/2VOtwqdoceXN37vDafReh5,https://api.spotify.com/v1/audio-analysis/2VOtwqdoceXN37vDafReh5,205432,4
0.688,0.65,9,-8.254,1,0.0538,0.334,0.0541,0.148,0.917,155.99,audio_features,6pP7muebYMLT46IOZOLvyN,spotify:track:6pP7muebYMLT46IOZOLvyN,https://api.spotify.com/v1/tracks/6pP7muebYMLT46IOZOLvyN,https://api.spotify.com/v1/audio-analysis/6pP7muebYMLT46IOZOLvyN,228382,4
0.574,0.44,0,-8.274,1,0.024,0.579,0.0,0.348,0.365,84.992,audio_features,6TT7B4MigCJCc0tqKYEpZC,spotify:track:6TT7B4MigCJCc0tqKYEpZC,https://api.spotify.com/v1/tracks/6TT7B4MigCJCc0tqKYEpZC,https://api.spotify.com/v1/audio-analysis/6TT7B4MigCJCc0tqKYEpZC,193032,4
0.608,0.603,2,-6.792,1,0.0271,0.0143,1.22e-05,0.0833,0.49,88.824,audio_features,3jFP1e8IUpD9QbltEI1Hcg,spotify:track:3jFP1e8IUpD9QbltEI1Hcg,https://api.spotify.com/v1/tracks/3jFP1e8IUpD9QbltEI1Hcg,https://api.spotify.com/v1/audio-analysis/3jFP1e8IUpD9QbltEI1Hcg,223960,4
0.672,0.616,0,-5.764,1,0.0258,0.379,2.73e-05,0.0887,0.566,92.094,audio_features,3CVDronuSnhguSUguPoseM,spotify:track:3CVDronuSnhguSUguPoseM,https://api.spotify.com/v1/tracks/3CVDronuSnhguSUguPoseM,https://api.spotify.com/v1/audio-analysis/3CVDronuSnhguSUguPoseM,258773,4
0.496,0.593,4,-5.154,1,0.0285,0.0476,0.0,0.0909,0.177,91.038,audio_features,0LbZLBBZI1NfaDgb4dx0UD,spotify:track:0LbZLBBZI1NfaDgb4dx0UD,https://api.spotify.com/v1/tracks/0LbZLBBZI1NfaDgb4dx0UD,https://api.spotify.com/v1/audio-analysis/0LbZLBBZI1NfaDgb4dx0UD,185933,4
0.411,0.754,2,-5.631,1,0.0375,0.00983,0.0121,0.466,0.512,174.003,audio_features,02EKM4d0J6AftgttumTzzB,spotify:track:02EKM4d0J6AftgttumTzzB,https://api.spotify.com/v1/tracks/02EKM4d0J6AftgttumTzzB,https://api.spotify.com/v1/audio-analysis/02EKM4d0J6AftgttumTzzB,189932,4
0.58,0.697,9,-5.67,1,0.0255,0.224,0.596,0.0774,0.425,96.534,audio_features,22z9QT0CLxtv7Qb3xxhPHl,spotify:track:22z9QT0CLxtv7Qb3xxhPHl,https://api.spotify.com/v1/tracks/22z9QT0CLxtv7Qb3xxhPHl,https://api.spotify.com/v1/audio-analysis/22z9QT0CLxtv7Qb3xxhPHl,191846,4
0.236,0.249,6,-9.595,0,0.0348,0.811,1e-06,0.087,0.181,72.847,audio_features,24jvD83UgLmrdGjhWTFslY,spotify:track:24jvD83UgLmrdGjhWTFslY,https://api.spotify.com/v1/tracks/24jvD83UgLmrdGjhWTFslY,https://api.spotify.com/v1/audio-analysis/24jvD83UgLmrdGjhWTFslY,281960,5
0.66,0.484,0,-10.958,1,0.0418,0.905,0.0407,0.121,0.3,119.935,audio_features,4W0Ns3HOnLiTGiuSeCStq9,spotify:track:4W0Ns3HOnLiTGiuSeCStq9,https://api.spotify.com/v1/tracks/4W0Ns3HOnLiTGiuSeCStq9,https://api.spotify.com/v1/audio-analysis/4W0Ns3HOnLiTGiuSeCStq9,198000,4
0.539,0.474,6,-14.879,1,0.0264,0.451,0.799,0.126,0.356,94.661,audio_features,2Psu2QEd3oEsNuk6TtiFmD,spotify:track:2Psu2QEd3oEsNuk6TtiFmD,https://api.spotify.com/v1/tracks/2Psu2QEd3oEsNuk6TtiFmD,https://api.spotify.com/v1/audio-analysis/2Psu2QEd3oEsNuk6TtiFmD,377000,4
0.397,0.345,6,-12.7,0,0.0346,0.761,0.631,0.0924,0.534,148.198,audio_features,4vGSDHbaN4AWlkRY70onqj,spotify:track:4vGSDHbaN4AWlkRY70onqj,https://api.spotify.com/v1/tracks/4vGSDHbaN4AWlkRY70onqj,https://api.spotify.com/v1/audio-analysis/4vGSDHbaN4AWlkRY70onqj,243667,4
0.27,0.132,10,-16.607,1,0.0358,0.888,0.000157,0.107,0.164,112.946,audio_features,36wympmGFjchjR6Ik7bcpQ,spotify:track:36wympmGFjchjR6Ik7bcpQ,https://api.spotify.com/v1/tracks/36wympmGFjchjR6Ik7bcpQ,https://api.spotify.com/v1/audio-analysis/36wympmGFjchjR6Ik7bcpQ,177933,4
0.413,0.0971,5,-16.247,1,0.0385,0.913,0.0186,0.111,0.0704,132.752,audio_features,5qG4PZlgGi3LUJbVwjEZVq,spotify:track:5qG4PZlgGi3LUJbVwjEZVq,https://api.spotify.com/v1/tracks/5qG4PZlgGi3LUJbVwjEZVq,https://api.spotify.com/v1/audio-analysis/5qG4PZlgGi3LUJbVwjEZVq,131337,4
0.405,0.226,2,-15.199,1,0.0298,0.834,0.911,0.0916,0.244,84.179,audio_features,6eZ1YCbCxKUYMbIkevP2V0,spotify:track:6eZ1YCbCxKUYMbIkevP2V0,https://api.spotify.com/v1/tracks/6eZ1YCbCxKUYMbIkevP2V0,https://api.spotify.com/v1/audio-analysis/6eZ1YCbCxKUYMbIkevP2V0,210000,3
0.477,0.532,8,-7.744,1,0.0274,0.731,0.0114,0.0973,0.403,105.239,audio_features,3KvTZQPpzPw9UKxaGlJkBs,spotify:track:3KvTZQPpzPw9UKxaGlJkBs,https://api.spotify.com/v1/tracks/3KvTZQPpzPw9UKxaGlJkBs,https://api.spotify.com/v1/audio-analysis/3KvTZQPpzPw9UKxaGlJkBs,166133,4
0.479,0.299,2,-8.214,1,0.0283,0.543,0.000644,0.108,0.388,128.836,audio_features,5xf5hPViqHM3PCwidDiRK7,spotify:track:5xf5hPViqHM3PCwidDiRK7,https://api.spotify.com/v1/tracks/5xf5hPViqHM3PCwidDiRK7,https://api.spotify.com/v1/audio-analysis/5xf5hPViqHM3PCwidDiRK7,257106,4
0.579,0.323,2,-15.157,1,0.0458,0.769,0.084,0.0998,0.328,108.52,audio_features,5m80zPT09wNZd3MO7flmEv,spotify:track:5m80zPT09wNZd3MO7flmEv,https://api.spotify.com/v1/tracks/5m80zPT09wNZd3MO7flmEv,https://api.spotify.com/v1/audio-analysis/5m80zPT09wNZd3MO7flmEv,204573,4
0.503,0.354,6,-8.952,1,0.0502,0.571,0.348,0.152,0.369,121.413,audio_features,2C5qyw0fhqdDEsKzinfNXS,spotify:track:2C5qyw0fhqdDEsKzinfNXS,https://api.spotify.com/v1/tracks/2C5qyw0fhqdDEsKzinfNXS,https://api.spotify.com/v1/audio-analysis/2C5qyw0fhqdDEsKzinfNXS,197717,4
0.557,0.632,2,-8.431,1,0.0315,0.605,0.00255,0.129,0.533,149.985,audio_features,3g3WLQLqNNLyzCY7rBZup7,spotify:track:3g3WLQLqNNLyzCY7rBZup7,https://api.spotify.com/v1/tracks/3g3WLQLqNNLyzCY7rBZup7,https://api.spotify.com/v1/audio-analysis/3g3WLQLqNNLyzCY7rBZup7,151573,4
0.569,0.271,7,-13.672,1,0.0308,0.51,0.937,0.107,0.271,120.063,audio_features,51hQSiP1MGgbYbXdcdYLQT,spotify:track:51hQSiP1MGgbYbXdcdYLQT,https://api.spotify.com/v1/tracks/51hQSiP1MGgbYbXdcdYLQT,https://api.spotify.com/v1/audio-analysis/51hQSiP1MGgbYbXdcdYLQT,215750,4
0.789,0.491,11,-8.725,0,0.0317,0.83,0.825,0.105,0.629,93.539,audio_features,46PZwKeGvYy0sQGcLfW71S,spotify:track:46PZwKeGvYy0sQGcLfW71S,https://api.spotify.com/v1/tracks/46PZwKeGvYy0sQGcLfW71S,https://api.spotify.com/v1/audio-analysis/46PZwKeGvYy0sQGcLfW71S,270867,4
0.56,0.559,9,-7.879,1,0.0262,0.0886,0.00271,0.247,0.477,105.767,audio_features,3EGN9B0DmjSBMBKzZVMSAM,spotify:track:3EGN9B0DmjSBMBKzZVMSAM,https://api.spotify.com/v1/tracks/3EGN9B0DmjSBMBKzZVMSAM,https://api.spotify.com/v1/audio-analysis/3EGN9B0DmjSBMBKzZVMSAM,156722,4
0.189,0.714,7,-6.339,1,0.0538,0.176,9.92e-06,0.346,0.536,203.799,audio_features,4RheyFcSibbAIEgaFdAJxU,spotify:track:4RheyFcSibbAIEgaFdAJxU,https://api.spotify.com/v1/tracks/4RheyFcSibbAIEgaFdAJxU,https://api.spotify.com/v1/audio-analysis/4RheyFcSibbAIEgaFdAJxU,148107,4
0.473,0.606,6,-4.295,1,0.0312,0.0477,0.0,0.376,0.244,74.972,audio_features,1McBsb9H3rFIl5cENthWd6,spotify:track:1McBsb9H3rFIl5cENthWd6,https://api.spotify.com/v1/tracks/1McBsb9H3rFIl5cENthWd6,https://api.spotify.com/v1/audio-analysis/1McBsb9H3rFIl5cENthWd6,211152,4
0.666,0.431,2,-7.882,1,0.0907,0.353,0.0,0.103,0.607,162.035,audio_features,5ihCBFnpKGOzRWoS4tEGTH,spotify:track:5ihCBFnpKGOzRWoS4tEGTH,https://api.spotify.com/v1/tracks/5ihCBFnpKGOzRWoS4tEGTH,https://api.spotify.com/v1/audio-analysis/5ihCBFnpKGOzRWoS4tEGTH,174598,4
0.402,0.441,0,-11.13,1,0.0283,0.0344,0.91,0.172,0.615,201.862,audio_features,1W7iYU0XfUdXg85O26IZES,spotify:track:1W7iYU0XfUdXg85O26IZES,https://api.spotify.com/v1/tracks/1W7iYU0XfUdXg85O26IZES,https://api.spotify.com/v1/audio-analysis/1W7iYU0XfUdXg85O26IZES,181720,4
0.559,0.616,4,-7.568,1,0.0304,0.191,1.17e-05,0.045,0.689,129.867,audio_features,0baMDpMm0O3vEmkht261oK,spotify:track:0baMDpMm0O3vEmkht261oK,https://api.spotify.com/v1/tracks/0baMDpMm0O3vEmkht261oK,https://api.spotify.com/v1/audio-analysis/0baMDpMm0O3vEmkht261oK,161627,4
0.472,0.55,8,-4.278,1,0.0447,0.377,0.0,0.122,0.413,144.636,audio_features,0DFldA3ySuV2dblrOAWq1f,spotify:track:0DFldA3ySuV2dblrOAWq1f,https://api.spotify.com/v1/tracks/0DFldA3ySuV2dblrOAWq1f,https://api.spotify.com/v1/audio-analysis/0DFldA3ySuV2dblrOAWq1f,265360,4
0.463,0.829,9,-6.311,0,0.0361,0.0828,0.0759,0.212,0.655,125.79,audio_features,5tquZurtba0IAUsmMSihsi,spotify:track:5tquZurtba0IAUsmMSihsi,https://api.spotify.com/v1/tracks/5tquZurtba0IAUsmMSihsi,https://api.spotify.com/v1/audio-analysis/5tquZurtba0IAUsmMSihsi,210960,4
0.341,0.443,4,-8.459,1,0.028,0.196,0.0189,0.115,0.3,82.231,audio_features,0PdyVtG25TlaRuOn4eZcDU,spotify:track:0PdyVtG25TlaRuOn4eZcDU,https://api.spotify.com/v1/tracks/0PdyVtG25TlaRuOn4eZcDU,https://api.spotify.com/v1/audio-analysis/0PdyVtG25TlaRuOn4eZcDU,280520,4
0.368,0.593,7,-9.485,1,0.0365,0.0993,9.26e-06,0.209,0.511,176.668,audio_features,7hETG5A8HK2JIjnzUNhfK3,spotify:track:7hETG5A8HK2JIjnzUNhfK3,https://api.spotify.com/v1/tracks/7hETG5A8HK2JIjnzUNhfK3,https://api.spotify.com/v1/audio-analysis/7hETG5A8HK2JIjnzUNhfK3,162227,4
0.546,0.541,5,-8.211,1,0.0287,0.0537,0.154,0.0851,0.409,72.526,audio_features,6YKc7XNYHx6VyyIBDQrKBN,spotify:track:6YKc7XNYHx6VyyIBDQrKBN,https://api.spotify.com/v1/tracks/6YKc7XNYHx6VyyIBDQrKBN,https://api.spotify.com/v1/audio-analysis/6YKc7XNYHx6VyyIBDQrKBN,120868,4
0.405,0.434,10,-10.594,1,0.0324,0.184,0.118,0.101,0.21,73.91,audio_features,0MGqVJdDFSscfnKfqsKBc5,spotify:track:0MGqVJdDFSscfnKfqsKBc5,https://api.spotify.com/v1/tracks/0MGqVJdDFSscfnKfqsKBc5,https://api.spotify.com/v1/audio-analysis/0MGqVJdDFSscfnKfqsKBc5,398750,4
0.53,0.277,9,-11.037,1,0.031,0.862,0.0,0.112,0.358,115.34,audio_features,6oBIzNjrQ7ibErxk1ZbdfA,spotify:track:6oBIzNjrQ7ibErxk1ZbdfA,https://api.spotify.com/v1/tracks/6oBIzNjrQ7ibErxk1ZbdfA,https://api.spotify.com/v1/audio-analysis/6oBIzNjrQ7ibErxk1ZbdfA,259016,4
0.48,0.244,0,-15.878,1,0.0381,0.891,0.0144,0.117,0.284,151.296,audio_features,0QW5tFgNblIZGmQ3xWvJP4,spotify:track:0QW5tFgNblIZGmQ3xWvJP4,https://api.spotify.com/v1/tracks/0QW5tFgNblIZGmQ3xWvJP4,https://api.spotify.com/v1/audio-analysis/0QW5tFgNblIZGmQ3xWvJP4,185328,4
0.497,0.219,6,-12.881,1,0.032,0.00884,2.41e-05,0.0976,0.231,94.083,audio_features,2xogiMuoVDFDKpxgZpmPfQ,spotify:track:2xogiMuoVDFDKpxgZpmPfQ,https://api.spotify.com/v1/tracks/2xogiMuoVDFDKpxgZpmPfQ,https://api.spotify.com/v1/audio-analysis/2xogiMuoVDFDKpxgZpmPfQ,192732,4
0.629,0.717,5,-9.244,1,0.0285,0.101,0.537,0.124,0.539,137.02,audio_features,4W7d7KyuidpxuEJUt8sbdg,spotify:track:4W7d7KyuidpxuEJUt8sbdg,https://api.spotify.com/v1/tracks/4W7d7KyuidpxuEJUt8sbdg,https://api.spotify.com/v1/audio-analysis/4W7d7KyuidpxuEJUt8sbdg,258810,4
0.593,0.264,2,-14.535,1,0.0271,0.0138,0.875,0.0816,0.207,68.506,audio_features,5y4hfZAWqWGiOpyvG90rgK,spotify:track:5y4hfZAWqWGiOpyvG90rgK,https://api.spotify.com/v1/tracks/5y4hfZAWqWGiOpyvG90rgK,https://api.spotify.com/v1/audio-analysis/5y4hfZAWqWGiOpyvG90rgK,212840,4
0.475,0.725,4,-7.095,1,0.0875,0.178,0.00617,0.683,0.0731,129.931,audio_features,537RDcN9XAScJPv9Rn3XDy,spotify:track:537RDcN9XAScJPv9Rn3XDy,https://api.spotify.com/v1/tracks/537RDcN9XAScJPv9Rn3XDy,https://api.spotify.com/v1/audio-analysis/537RDcN9XAScJPv9Rn3XDy,189720,4
0.576,0.479,1,-10.456,1,0.0284,0.646,0.000963,0.0827,0.45,95.067,audio_features,4HDdtO5pl3N1q0GrMzQgvC,spotify:track:4HDdtO5pl3N1q0GrMzQgvC,https://api.spotify.com/v1/tracks/4HDdtO5pl3N1q0GrMzQgvC,https://api.spotify.com/v1/audio-analysis/4HDdtO5pl3N1q0GrMzQgvC,257338,4
0.802,0.487,0,-7.701,1,0.0264,0.656,0.0923,0.0968,0.554,107.988,audio_features,41qpL4RAfuPkkQ4bbf7gSu,spotify:track:41qpL4RAfuPkkQ4bbf7gSu,https://api.spotify.com/v1/tracks/41qpL4RAfuPkkQ4bbf7gSu,https://api.spotify.com/v1/audio-analysis/41qpL4RAfuPkkQ4bbf7gSu,221000,4
0.704,0.644,2,-6.818,1,0.0542,0.232,6.19e-05,0.102,0.778,116.001,audio_features,3yilxPp0jUo9w2xyh5ZSqZ,spotify:track:3yilxPp0jUo9w2xyh5ZSqZ,https://api.spotify.com/v1/tracks/3yilxPp0jUo9w2xyh5ZSqZ,https://api.spotify.com/v1/audio-analysis/3yilxPp0jUo9w2xyh5ZSqZ,232333,4
0.55,0.787,9,-6.989,1,0.145,0.00496,0.0,0.881,0.441,144.4,audio_features,6oT6AvW2GSUbXpPqg3CGo3,spotify:track:6oT6AvW2GSUbXpPqg3CGo3,https://api.spotify.com/v1/tracks/6oT6AvW2GSUbXpPqg3CGo3,https://api.spotify.com/v1/audio-analysis/6oT6AvW2GSUbXpPqg3CGo3,170325,4
0.698,0.635,10,-9.093,1,0.0411,0.0766,0.00303,0.0983,0.273,105.995,audio_features,4wSGUMp8j3IQvTgoryEQG7,spotify:track:4wSGUMp8j3IQvTgoryEQG7,https://api.spotify.com/v1/tracks/4wSGUMp8j3IQvTgoryEQG7,https://api.spotify.com/v1/audio-analysis/4wSGUMp8j3IQvTgoryEQG7,212065,4
0.54,0.483,5,-7.544,0,0.0769,0.129,7.07e-05,0.0953,0.216,120.865,audio_features,6VcsdxMS7gvMF7173vO7o0,spotify:track:6VcsdxMS7gvMF7173vO7o0,https://api.spotify.com/v1/tracks/6VcsdxMS7gvMF7173vO7o0,https://api.spotify.com/v1/audio-analysis/6VcsdxMS7gvMF7173vO7o0,202740,4
0.612,0.684,7,-5.233,1,0.0372,0.046,0.000685,0.0889,0.277,107.039,audio_features,2xGG2OZyI8Z5jlWRBAdfFa,spotify:track:2xGG2OZyI8Z5jlWRBAdfFa,https://api.spotify.com/v1/tracks/2xGG2OZyI8Z5jlWRBAdfFa,https://api.spotify.com/v1/audio-analysis/2xGG2OZyI8Z5jlWRBAdfFa,218719,4
0.287,0.724,0,-7.816,1,0.0352,0.00249,0.00507,0.0811,0.29,137.676,audio_features,55Gk9YGlpv5Tmloubm4jI6,spotify:track:55Gk9YGlpv5Tmloubm4jI6,https://api.spotify.com/v1/tracks/55Gk9YGlpv5Tmloubm4jI6,https://api.spotify.com/v1/audio-analysis/55Gk9YGlpv5Tmloubm4jI6,244813,4
0.715,0.577,1,-8.288,0,0.0473,0.0946,0.000144,0.0467,0.787,90.002,audio_features,6P7b7UciZ4Q4sbujF4QcrO,spotify:track:6P7b7UciZ4Q4sbujF4QcrO,https://api.spotify.com/v1/tracks/6P7b7UciZ4Q4sbujF4QcrO,https://api.spotify.com/v1/audio-analysis/6P7b7UciZ4Q4sbujF4QcrO,196231,4
0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,audio_features,5aIVCx5tnk0ntmdiinnYvw,spotify:track:5aIVCx5tnk0ntmdiinnYvw,https://api.spotify.com/v1/tracks/5aIVCx5tnk0ntmdiinnYvw,https://api.spotify.com/v1/audio-analysis/5aIVCx5tnk0ntmdiinnYvw,200256,4
0.839,0.521,7,-10.45,1,0.166,0.245,0.00545,0.607,0.33,105.992,audio_features,76gUmNLXGQVOsGhfcshkFP,spotify:track:76gUmNLXGQVOsGhfcshkFP,https://api.spotify.com/v1/tracks/76gUmNLXGQVOsGhfcshkFP,https://api.spotify.com/v1/audio-analysis/76gUmNLXGQVOsGhfcshkFP,205163,4
0.77,0.845,0,-8.544,1,0.051,0.0769,0.0231,0.112,0.429,119.015,audio_features,0Brx9I3vh7Po30gxsTtLz5,spotify:track:0Brx9I3vh7Po30gxsTtLz5,https://api.spotify.com/v1/tracks/0Brx9I3vh7Po30gxsTtLz5,https://api.spotify.com/v1/audio-analysis/0Brx9I3vh7Po30gxsTtLz5,218530,4
