danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.596,0.688,7,-6.874,1,0.313,0.0433,0.0,0.0801,0.317,189.995,audio_features,2A8wkEq13oYUyGLvolbaes,spotify:track:2A8wkEq13oYUyGLvolbaes,https://api.spotify.com/v1/tracks/2A8wkEq13oYUyGLvolbaes,https://api.spotify.com/v1/audio-analysis/2A8wkEq13oYUyGLvolbaes,206080,4
0.625,0.781,0,-5.756,1,0.0456,0.0141,1.17e-06,0.0662,0.178,89.982,audio_features,6pqKbOiVd58jcnxqIB10Ra,spotify:track:6pqKbOiVd58jcnxqIB10Ra,https://api.spotify.com/v1/tracks/6pqKbOiVd58jcnxqIB10Ra,https://api.spotify.com/v1/audio-analysis/6pqKbOiVd58jcnxqIB10Ra,240240,4
0.557,0.895,0,-6.547,1,0.0329,0.642,0.0186,0.254,0.591,119.993,audio_features,0idjTHGhGRBdWTmsalq3tF,spotify:track:0idjTHGhGRBdWTmsalq3tF,https://api.spotify.com/v1/tracks/0idjTHGhGRBdWTmsalq3tF,https://api.spotify.com/v1/audio-analysis/0idjTHGhGRBdWTmsalq3tF,212333,4
0.556,0.793,2,-5.576,1,0.0419,0.00129,0.000151,0.0874,0.677,158.974,audio_features,1rTMTobUIpsgQdpTFFgLok,spotify:track:1rTMTobUIpsgQdpTFFgLok,https://api.spotify.com/v1/tracks/1rTMTobUIpsgQdpTFFgLok,https://api.spotify.com/v1/audio-analysis/1rTMTobUIpsgQdpTFFgLok,197747,4
0.66,0.695,9,-6.896,0,0.029,0.0466,0.145,0.0854,0.506,129.972,audio_features,3Vn9oCZbdI1EMO7jxdz2Rc,spotify:track:3Vn9oCZbdI1EMO7jxdz2Rc,https://api.spotify.com/v1/tracks/3Vn9oCZbdI1EMO7jxdz2Rc,https://api.spotify.com/v1/audio-analysis/3Vn9oCZbdI1EMO7jxdz2Rc,382387,4
0.846,0.597,0,-7.096,1,0.611,0.11,0.000194,0.151,0.426,100.139,audio_features,1FHNnq7rHNQ6PHiEqhVD9R,spotify:track:1FHNnq7rHNQ6PHiEqhVD9R,https://api.spotify.com/v1/tracks/1FHNnq7rHNQ6PHiEqhVD9R,https://api.spotify.com/v1/audio-analysis/1FHNnq7rHNQ6PHiEqhVD9R,177950,4
0.753,0.39,6,-7.294,0,0.0403,0.371,0.000815,0.125,0.374,136.747,audio_features,0Sox7tv3MK5h6AkFLUPHtY,spotify:track:0Sox7tv3MK5h6AkFLUPHtY,https://api.spotify.com/v1/tracks/0Sox7tv3MK5h6AkFLUPHtY,https://api.spotify.com/v1/audio-analysis/0Sox7tv3MK5h6AkFLUPHtY,248387,4
0.757,0.72,11,-5.644,1,0.0425,0.0698,1.45e-05,0.112,0.96,121.968,audio_features,2SSJPqScObwTcz8XffNRaW,spotify:track:2SSJPqScObwTcz8XffNRaW,https://api.spotify.com/v1/tracks/2SSJPqScObwTcz8XffNRaW,https://api.spotify.com/v1/audio-analysis/2SSJPqScObwTcz8XffNRaW,192414,4
0.711,0.807,7,-5.052,0,0.0608,0.052,0.0,0.214,0.698,116.971,audio_features,27BgDmciSjoxTG0almHTpZ,spotify:track:27BgDmciSjoxTG0almHTpZ,https://api.spotify.com/v1/tracks/27BgDmciSjoxTG0almHTpZ,https://api.spotify.com/v1/audio-analysis/27BgDmciSjoxTG0almHTpZ,223293,4
0.691,0.541,8,-7.71,1,0.0307,0.405,0.83,0.122,0.6,107.33,audio_features,3Opk9C8pMgBCmbqXelH0I5,spotify:track:3Opk9C8pMgBCmbqXelH0I5,https://api.spotify.com/v1/tracks/3Opk9C8pMgBCmbqXelH0I5,https://api.spotify.com/v1/audio-analysis/3Opk9C8pMgBCmbqXelH0I5,237945,4
0.888,0.933,11,-4.516,1,0.105,0.167,0.00363,0.0521,0.176,102.896,audio_features,5cyUiyJ9ZtQfnvFU2y31RC,spotify:track:5cyUiyJ9ZtQfnvFU2y31RC,https://api.spotify.com/v1/tracks/5cyUiyJ9ZtQfnvFU2y31RC,https://api.spotify.com/v1/audio-analysis/5cyUiyJ9ZtQfnvFU2y31RC,388293,4
0.378,0.947,11,-2.45,0,0.136,0.123,0.0,0.159,0.403,84.573,audio_features,4PtxbbwzSTFrx6Eiqz3Ws3,spotify:track:4PtxbbwzSTFrx6Eiqz3Ws3,https://api.spotify.com/v1/tracks/4PtxbbwzSTFrx6Eiqz3Ws3,https://api.spotify.com/v1/audio-analysis/4PtxbbwzSTFrx6Eiqz3Ws3,311294,4
0.707,0.238,3,-8.818,1,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,audio_features,1boXOL0ua7N2iCOUVI1p9F,spotify:track:1boXOL0ua7N2iCOUVI1p9F,https://api.spotify.com/v1/tracks/1boXOL0ua7N2iCOUVI1p9F,https://api.spotify.com/v1/audio-analysis/1boXOL0ua7N2iCOUVI1p9F,270847,3
0.662,0.796,1,-7.9,1,0.212,0.168,0.0,0.139,0.694,122.949,audio_features,6lS4DtFesKwsa7EsbQXVoI,spotify:track:6lS4DtFesKwsa7EsbQXVoI,https://api.spotify.com/v1/tracks/6lS4DtFesKwsa7EsbQXVoI,https://api.spotify.com/v1/audio-analysis/6lS4DtFesKwsa7EsbQXVoI,234227,4
0.469,0.441,8,-9.165,0,0.0372,0.883,0.00114,0.116,0.593,76.741,audio_features,72Q94I0gbEuHDYwLxW1Tbg,spotify:track:72Q94I0gbEuHDYwLxW1Tbg,https://api.spotify.com/v1/tracks/72Q94I0gbEuHDYwLxW1Tbg,https://api.spotify.com/v1/audio-analysis/72Q94I0gbEuHDYwLxW1Tbg,227219,4
0.853,0.495,10,-10.911,0,0.201,0.011,0.000869,0.205,0.341,95.286,audio_features,671sDyeE398eD0sdGuVbZU,spotify:track:671sDyeE398eD0sdGuVbZU,https://api.spotify.com/v1/tracks/671sDyeE398eD0sdGuVbZU,https://api.spotify.com/v1/audio-analysis/671sDyeE398eD0sdGuVbZU,191533,4
0.541,0.782,5,-7.17,0,0.053,0.092,0.693,0.0915,0.614,160.058,audio_features,0RCSovx7XstIGXDYQPhoHL,spotify:track:0RCSovx7XstIGXDYQPhoHL,https://api.spotify.com/v1/tracks/0RCSovx7XstIGXDYQPhoHL,https://api.spotify.com/v1/audio-analysis/0RCSovx7XstIGXDYQPhoHL,207000,4
0.642,0.389,10,-14.33,0,0.401,0.123,0.0,0.669,0.231,75.036,audio_features,2Xy5TqTagXakInFriwv9wi,spotify:track:2Xy5TqTagXakInFriwv9wi,https://api.spotify.com/v1/tracks/2Xy5TqTagXakInFriwv9wi,https://api.spotify.com/v1/audio-analysis/2Xy5TqTagXakInFriwv9wi,222955,4
0.382,0.496,0,-6.847,1,0.0311,0.00314,0.0407,0.317,0.335,153.351,audio_features,43xk2HGO76L9CTsfmMO8Od,spotify:track:43xk2HGO76L9CTsfmMO8Od,https://api.spotify.com/v1/tracks/43xk2HGO76L9CTsfmMO8Od,https://api.spotify.com/v1/audio-analysis/43xk2HGO76L9CTsfmMO8Od,256053,3
0.448,0.808,6,-5.301,0,0.0467,0.000732,0.000257,0.12,0.258,160.053,audio_features,4pmb0NN71EmFCJJ5Lfkfio,spotify:track:4pmb0NN71EmFCJJ5Lfkfio,https://api.spotify.com/v1/tracks/4pmb0NN71EmFCJJ5Lfkfio,https://api.spotify.com/v1/audio-analysis/4pmb0NN71EmFCJJ5Lfkfio,247027,4
0.419,0.803,11,-5.498,1,0.246,0.032,3.7e-05,0.206,0.764,86.958,audio_features,104pmtTQOlmW8Zt2BipGKH,spotify:track:104pmtTQOlmW8Zt2BipGKH,https://api.spotify.com/v1/tracks/104pmtTQOlmW8Zt2BipGKH,https://api.spotify.com/v1/audio-analysis/104pmtTQOlmW8Zt2BipGKH,160067,4
0.628,0.737,7,-4.437,1,0.041,0.0638,0.0,0.0777,0.591,91.505,audio_features,1cOyWWUr3oXJIxY0AjJEx9,spotify:track:1cOyWWUr3oXJIxY0AjJEx9,https://api.spotify.com/v1/tracks/1cOyWWUr3oXJIxY0AjJEx9,https://api.spotify.com/v1/audio-analysis/1cOyWWUr3oXJIxY0AjJEx9,185194,4
0.431,0.484,4,-7.824,0,0.0272,0.13,0.00079,0.25,0.361,154.168,audio_features,5GwEWdYzKivs1BHO35S1x1,spotify:track:5GwEWdYzKivs1BHO35S1x1,https://api.spotify.com/v1/tracks/5GwEWdYzKivs1BHO35S1x1,https://api.spotify.com/v1/audio-analysis/5GwEWdYzKivs1BHO35S1x1,263667,4
0.235,0.905,6,-5.832,0,0.0689,2.12e-05,0.899,0.0872,0.277,138.219,audio_features,1hu7wC5M5RvEsKQ6P2AXps,spotify:track:1hu7wC5M5RvEsKQ6P2AXps,https://api.spotify.com/v1/tracks/1hu7wC5M5RvEsKQ6P2AXps,https://api.spotify.com/v1/audio-analysis/1hu7wC5M5RvEsKQ6P2AXps,299933,4
0.415,0.511,9,-9.303,1,0.0385,0.778,0.00143,0.114,0.371,109.903,audio_features,1vfV1ztHCEPuF3eIEvp3O2,spotify:track:1vfV1ztHCEPuF3eIEvp3O2,https://api.spotify.com/v1/tracks/1vfV1ztHCEPuF3eIEvp3O2,https://api.spotify.com/v1/audio-analysis/1vfV1ztHCEPuF3eIEvp3O2,229947,4
0.49,0.96,9,-5.385,0,0.0562,0.000919,0.0441,0.0768,0.82,179.975,audio_features,5WH2HL7ZrVu9n51viwbdJw,spotify:track:5WH2HL7ZrVu9n51viwbdJw,https://api.spotify.com/v1/tracks/5WH2HL7ZrVu9n51viwbdJw,https://api.spotify.com/v1/audio-analysis/5WH2HL7ZrVu9n51viwbdJw,245307,4
0.767,0.751,0,-6.728,1,0.292,0.0419,0.00188,0.0878,0.421,139.886,audio_features,5pXVT8Ev8ICTv1bQzMTCKr,spotify:track:5pXVT8Ev8ICTv1bQzMTCKr,https://api.spotify.com/v1/tracks/5pXVT8Ev8ICTv1bQzMTCKr,https://api.spotify.com/v1/audio-analysis/5pXVT8Ev8ICTv1bQzMTCKr,263227,4
0.504,0.946,11,-4.111,1,0.105,0.00112,0.314,0.383,0.156,124.011,audio_features,5mfA2CBzQeGiTk9wFItCsS,spotify:track:5mfA2CBzQeGiTk9wFItCsS,https://api.spotify.com/v1/tracks/5mfA2CBzQeGiTk9wFItCsS,https://api.spotify.com/v1/audio-analysis/5mfA2CBzQeGiTk9wFItCsS,265787,4
0.579,0.615,0,-8.073,1,0.0252,0.273,0.013,0.0842,0.757,96.911,audio_features,4vm2JPCMQIc392b7DUnAPL,spotify:track:4vm2JPCMQIc392b7DUnAPL,https://api.spotify.com/v1/tracks/4vm2JPCMQIc392b7DUnAPL,https://api.spotify.com/v1/audio-analysis/4vm2JPCMQIc392b7DUnAPL,219420,4
0.616,0.834,1,-7.083,1,0.0382,0.00027,2e-06,0.226,0.516,108.035,audio_features,6PTEAgXzMEr8x55nEsHGnq,spotify:track:6PTEAgXzMEr8x55nEsHGnq,https://api.spotify.com/v1/tracks/6PTEAgXzMEr8x55nEsHGnq,https://api.spotify.com/v1/audio-analysis/6PTEAgXzMEr8x55nEsHGnq,230494,4
0.411,0.781,2,-5.819,1,0.0312,0.0146,5.73e-05,0.0962,0.484,125.016,audio_features,6gIZBrGi0UCbbW8mAV8JH5,spotify:track:6gIZBrGi0UCbbW8mAV8JH5,https://api.spotify.com/v1/tracks/6gIZBrGi0UCbbW8mAV8JH5,https://api.spotify.com/v1/audio-analysis/6gIZBrGi0UCbbW8mAV8JH5,189387,4
0.543,0.44,2,-7.741,1,0.0274,0.754,0.00313,0.167,0.656,100.014,audio_features,1D5lkSuCZ5ysBVp3TPsN03,spotify:track:1D5lkSuCZ5ysBVp3TPsN03,https://api.spotify.com/v1/tracks/1D5lkSuCZ5ysBVp3TPsN03,https://api.spotify.com/v1/audio-analysis/1D5lkSuCZ5ysBVp3TPsN03,206973,3
0.691,0.726,5,-7.353,1,0.0543,0.138,0.0,0.11,0.868,98.418,audio_features,6g4vHtdGqD5eEgpf7nKISk,spotify:track:6g4vHtdGqD5eEgpf7nKISk,https://api.spotify.com/v1/tracks/6g4vHtdGqD5eEgpf7nKISk,https://api.spotify.com/v1/audio-analysis/6g4vHtdGqD5eEgpf7nKISk,177360,4
0.576,0.526,10,-8.598,1,0.0275,0.447,0.000223,0.116,0.429,123.274,audio_features,1lhtOsCUtm0kND96OtDeNw,spotify:track:1lhtOsCUtm0kND96OtDeNw,https://api.spotify.com/v1/tracks/1lhtOsCUtm0kND96OtDeNw,https://api.spotify.com/v1/audio-analysis/1lhtOsCUtm0kND96OtDeNw,236480,4
0.518,0.932,0,-2.856,1,0.207,0.00218,0.000348,0.103,0.738,157.001,audio_features,6vOwaiFShRCCwiUDILRaRP,spotify:track:6vOwaiFShRCCwiUDILRaRP,https://api.spotify.com/v1/tracks/6vOwaiFShRCCwiUDILRaRP,https://api.spotify.com/v1/audio-analysis/6vOwaiFShRCCwiUDILRaRP,198875,4
0.665,0.75,0,-5.214,1,0.0299,0.0138,2.01e-05,0.276,0.392,111.998,audio_features,3DvZZTxVrDHyiFkEXTJR7A,spotify:track:3DvZZTxVrDHyiFkEXTJR7A,https://api.spotify.com/v1/tracks/3DvZZTxVrDHyiFkEXTJR7A,https://api.spotify.com/v1/audio-analysis/3DvZZTxVrDHyiFkEXTJR7A,246373,4
0.325,0.663,9,-4.451,1,0.0338,0.00121,0.0,0.188,0.366,135.94,audio_features,5YdrHBh16li6d7U5mdTwUb,spotify:track:5YdrHBh16li6d7U5mdTwUb,https://api.spotify.com/v1/tracks/5YdrHBh16li6d7U5mdTwUb,https://api.spotify.com/v1/audio-analysis/5YdrHBh16li6d7U5mdTwUb,231827,4
0.61,0.638,0,-6.574,1,0.0238,0.0672,6.59e-06,0.283,0.603,79.955,audio_features,5cwN1htZyoWqZCc33f3RfE,spotify:track:5cwN1htZyoWqZCc33f3RfE,https://api.spotify.com/v1/tracks/5cwN1htZyoWqZCc33f3RfE,https://api.spotify.com/v1/audio-analysis/5cwN1htZyoWqZCc33f3RfE,232200,4
0.553,0.932,11,-3.627,0,0.031,0.00338,1.14e-06,0.339,0.865,106.126,audio_features,2HDNTI4jwo9FOoo8L5mFsD,spotify:track:2HDNTI4jwo9FOoo8L5mFsD,https://api.spotify.com/v1/tracks/2HDNTI4jwo9FOoo8L5mFsD,https://api.spotify.com/v1/audio-analysis/2HDNTI4jwo9FOoo8L5mFsD,186307,4
0.548,0.72,1,-9.777,0,0.0409,0.0686,0.000232,0.107,0.458,140.966,audio_features,1Pd1h30mgU05QkWYhgFzwt,spotify:track:1Pd1h30mgU05QkWYhgFzwt,https://api.spotify.com/v1/tracks/1Pd1h30mgU05QkWYhgFzwt,https://api.spotify.com/v1/audio-analysis/1Pd1h30mgU05QkWYhgFzwt,229093,4
0.457,0.898,8,-4.35,1,0.0503,0.0885,0.69,0.21,0.434,102.979,audio_features,2tjqgiScVM3VoZBYGPC2Dm,spotify:track:2tjqgiScVM3VoZBYGPC2Dm,https://api.spotify.com/v1/tracks/2tjqgiScVM3VoZBYGPC2Dm,https://api.spotify.com/v1/audio-analysis/2tjqgiScVM3VoZBYGPC2Dm,299158,4
0.622,0.282,11,-12.564,1,0.0392,0.194,6.75e-05,0.0914,0.123,114.88,audio_features,6wFOvkR2n6zbtO9FamCZpw,spotify:track:6wFOvkR2n6zbtO9FamCZpw,https://api.spotify.com/v1/tracks/6wFOvkR2n6zbtO9FamCZpw,https://api.spotify.com/v1/audio-analysis/6wFOvkR2n6zbtO9FamCZpw,230519,4
0.532,0.663,0,-5.886,0,0.0292,0.425,1.07e-06,0.0734,0.756,75.14,audio_features,4a5pNRjwmzYQuEY1E7O6pj,spotify:track:4a5pNRjwmzYQuEY1E7O6pj,https://api.spotify.com/v1/tracks/4a5pNRjwmzYQuEY1E7O6pj,https://api.spotify.com/v1/audio-analysis/4a5pNRjwmzYQuEY1E7O6pj,159347,4
0.602,0.842,11,-2.166,0,0.0533,0.028,3.5e-06,0.0891,0.418,79.969,audio_features,69Pfc2fTVYIxLLFgsFXqjg,spotify:track:69Pfc2fTVYIxLLFgsFXqjg,https://api.spotify.com/v1/tracks/69Pfc2fTVYIxLLFgsFXqjg,https://api.spotify.com/v1/audio-analysis/69Pfc2fTVYIxLLFgsFXqjg,233760,4
0.552,0.931,2,-5.166,1,0.053,0.00836,0.0,0.0551,0.666,158.036,audio_features,7IDKIfRltN07TdsdTVtRHh,spotify:track:7IDKIfRltN07TdsdTVtRHh,https://api.spotify.com/v1/tracks/7IDKIfRltN07TdsdTVtRHh,https://api.spotify.com/v1/audio-analysis/7IDKIfRltN07TdsdTVtRHh,182653,4
0.537,0.716,2,-8.766,1,0.038,0.0192,0.0,0.245,0.452,122.873,audio_features,60C8zGPTdAAmDshHnMuyfc,spotify:track:60C8zGPTdAAmDshHnMuyfc,https://api.spotify.com/v1/tracks/60C8zGPTdAAmDshHnMuyfc,https://api.spotify.com/v1/audio-analysis/60C8zGPTdAAmDshHnMuyfc,180943,4
0.683,0.698,9,-6.255,1,0.0395,4.06e-05,0.000113,0.058,0.946,125.999,audio_features,0AWZRlmdLQ0OBU6WTTYSZE,spotify:track:0AWZRlmdLQ0OBU6WTTYSZE,https://api.spotify.com/v1/tracks/0AWZRlmdLQ0OBU6WTTYSZE,https://api.spotify.com/v1/audio-analysis/0AWZRlmdLQ0OBU6WTTYSZE,230587,4
0.62,0.744,0,-5.781,1,0.0417,0.0126,0.0,0.303,0.26,129.953,audio_features,7fWnNOPLIsqo1lYeWHsOE3,spotify:track:7fWnNOPLIsqo1lYeWHsOE3,https://api.spotify.com/v1/tracks/7fWnNOPLIsqo1lYeWHsOE3,https://api.spotify.com/v1/audio-analysis/7fWnNOPLIsqo1lYeWHsOE3,310067,4
0.669,0.684,9,-6.053,0,0.401,0.311,0.000267,0.181,0.473,146.042,audio_features,5OzOQRssjhxaBj0xd78Z2w,spotify:track:5OzOQRssjhxaBj0xd78Z2w,https://api.spotify.com/v1/tracks/5OzOQRssjhxaBj0xd78Z2w,https://api.spotify.com/v1/audio-analysis/5OzOQRssjhxaBj0xd78Z2w,223347,4
0.506,0.712,2,-6.22,0,0.0601,0.00907,0.0,0.135,0.308,119.987,audio_features,0ArhpvJd0FT3BMEgUKzb0x,spotify:track:0ArhpvJd0FT3BMEgUKzb0x,https://api.spotify.com/v1/tracks/0ArhpvJd0FT3BMEgUKzb0x,https://api.spotify.com/v1/audio-analysis/0ArhpvJd0FT3BMEgUKzb0x,228287,4
0.609,0.484,9,-8.044,0,0.2,0.137,0.00902,0.148,0.478,174.929,audio_features,6jqzT0sg5fHmaS1ft3gSRg,spotify:track:6jqzT0sg5fHmaS1ft3gSRg,https://api.spotify.com/v1/tracks/6jqzT0sg5fHmaS1ft3gSRg,https://api.spotify.com/v1/audio-analysis/6jqzT0sg5fHmaS1ft3gSRg,264087,4
0.619,0.527,5,-9.376,0,0.0628,0.0692,0.0,0.333,0.242,124.356,audio_features,5oDDFHXz3YfhkmyPeOuFxV,spotify:track:5oDDFHXz3YfhkmyPeOuFxV,https://api.spotify.com/v1/tracks/5oDDFHXz3YfhkmyPeOuFxV,https://api.spotify.com/v1/audio-analysis/5oDDFHXz3YfhkmyPeOuFxV,295600,4
0.661,0.786,9,-7.464,0,0.149,0.215,5.63e-05,0.16,0.236,107.746,audio_features,6izwVIFee6FjHtBwEGagTe,spotify:track:6izwVIFee6FjHtBwEGagTe,https://api.spotify.com/v1/tracks/6izwVIFee6FjHtBwEGagTe,https://api.spotify.com/v1/audio-analysis/6izwVIFee6FjHtBwEGagTe,165791,4
0.774,0.64,7,-6.43,1,0.0458,0.00962,3.7e-06,0.0629,0.725,89.919,audio_features,02FvwuZ9cLQVJP9rLjlqT8,spotify:track:02FvwuZ9cLQVJP9rLjlqT8,https://api.spotify.com/v1/tracks/02FvwuZ9cLQVJP9rLjlqT8,https://api.spotify.com/v1/audio-analysis/02FvwuZ9cLQVJP9rLjlqT8,288107,4
0.534,0.433,7,-10.131,0,0.145,0.222,0.0,0.334,0.277,103.024,audio_features,0R12GQVU6fmV9ibEvQyxyX,spotify:track:0R12GQVU6fmV9ibEvQyxyX,https://api.spotify.com/v1/tracks/0R12GQVU6fmV9ibEvQyxyX,https://api.spotify.com/v1/audio-analysis/0R12GQVU6fmV9ibEvQyxyX,204916,4
0.654,0.536,0,-15.041,1,0.0359,0.791,0.884,0.0873,0.62,82.001,audio_features,1lHaI987XCV8wEqPhU0h4i,spotify:track:1lHaI987XCV8wEqPhU0h4i,https://api.spotify.com/v1/tracks/1lHaI987XCV8wEqPhU0h4i,https://api.spotify.com/v1/audio-analysis/1lHaI987XCV8wEqPhU0h4i,289555,4
0.624,0.751,2,-9.963,0,0.0482,0.00377,1e-05,0.0329,0.708,96.211,audio_features,48LvO2s0IWYV7zSapD8w0a,spotify:track:48LvO2s0IWYV7zSapD8w0a,https://api.spotify.com/v1/tracks/48LvO2s0IWYV7zSapD8w0a,https://api.spotify.com/v1/audio-analysis/48LvO2s0IWYV7zSapD8w0a,317788,4
0.866,0.408,0,-7.349,1,0.444,0.5,0.00019,0.0933,0.676,80.217,audio_features,2Qmkg3JVW6e0w55HQudjSW,spotify:track:2Qmkg3JVW6e0w55HQudjSW,https://api.spotify.com/v1/tracks/2Qmkg3JVW6e0w55HQudjSW,https://api.spotify.com/v1/audio-analysis/2Qmkg3JVW6e0w55HQudjSW,393107,3
0.844,0.656,11,-6.091,1,0.0312,0.128,0.0398,0.0522,0.966,117.012,audio_features,0thEZjmZCNvtv22iBe6XFX,spotify:track:0thEZjmZCNvtv22iBe6XFX,https://api.spotify.com/v1/tracks/0thEZjmZCNvtv22iBe6XFX,https://api.spotify.com/v1/audio-analysis/0thEZjmZCNvtv22iBe6XFX,223093,4
0.495,0.142,11,-16.186,0,0.0436,0.97,1.93e-06,0.113,0.196,75.859,audio_features,3Ie2eLOIj2IhKnzPwXrLbJ,spotify:track:3Ie2eLOIj2IhKnzPwXrLbJ,https://api.spotify.com/v1/tracks/3Ie2eLOIj2IhKnzPwXrLbJ,https://api.spotify.com/v1/audio-analysis/3Ie2eLOIj2IhKnzPwXrLbJ,169227,4
0.423,0.841,11,-6.144,0,0.11,0.269,0.784,0.716,0.564,165.909,audio_features,7ATOxeDgjsQohC8TJ8PPyS,spotify:track:7ATOxeDgjsQohC8TJ8PPyS,https://api.spotify.com/v1/tracks/7ATOxeDgjsQohC8TJ8PPyS,https://api.spotify.com/v1/audio-analysis/7ATOxeDgjsQohC8TJ8PPyS,204620,4
0.611,0.72,2,-5.306,0,0.0481,0.0802,0.405,0.178,0.66,109.943,audio_features,2OHK6Hj0ITquxUstNPF5TM,spotify:track:2OHK6Hj0ITquxUstNPF5TM,https://api.spotify.com/v1/tracks/2OHK6Hj0ITquxUstNPF5TM,https://api.spotify.com/v1/audio-analysis/2OHK6Hj0ITquxUstNPF5TM,281920,4
0.728,0.691,8,-6.899,1,0.0639,0.157,0.00411,0.346,0.905,119.037,audio_features,2nEnLLHZ6rFgf6ZmTUdDkb,spotify:track:2nEnLLHZ6rFgf6ZmTUdDkb,https://api.spotify.com/v1/tracks/2nEnLLHZ6rFgf6ZmTUdDkb,https://api.spotify.com/v1/audio-analysis/2nEnLLHZ6rFgf6ZmTUdDkb,252596,4
0.802,0.468,1,-8.629,1,0.0378,0.248,0.000601,0.32,0.586,129.937,audio_features,64KrFHj9p5AyCX2yZQr4YJ,spotify:track:64KrFHj9p5AyCX2yZQr4YJ,https://api.spotify.com/v1/tracks/64KrFHj9p5AyCX2yZQr4YJ,https://api.spotify.com/v1/audio-analysis/64KrFHj9p5AyCX2yZQr4YJ,343960,4
0.606,0.312,6,-11.43,0,0.0332,0.767,0.00803,0.0508,0.462,120.074,audio_features,0DdJoUPb3VXOZ9zl0vAwHn,spotify:track:0DdJoUPb3VXOZ9zl0vAwHn,https://api.spotify.com/v1/tracks/0DdJoUPb3VXOZ9zl0vAwHn,https://api.spotify.com/v1/audio-analysis/0DdJoUPb3VXOZ9zl0vAwHn,150453,4
0.711,0.924,7,-3.398,1,0.0282,0.0156,0.0,0.114,0.912,108.033,audio_features,1qEHgdFqUxFebMPk8s2HLY,spotify:track:1qEHgdFqUxFebMPk8s2HLY,https://api.spotify.com/v1/tracks/1qEHgdFqUxFebMPk8s2HLY,https://api.spotify.com/v1/audio-analysis/1qEHgdFqUxFebMPk8s2HLY,248640,4
0.696,0.518,9,-6.857,1,0.0306,0.337,6.14e-05,0.291,0.288,101.992,audio_features,5FjfsP5wXlOYO4QV4Cmeg7,spotify:track:5FjfsP5wXlOYO4QV4Cmeg7,https://api.spotify.com/v1/tracks/5FjfsP5wXlOYO4QV4Cmeg7,https://api.spotify.com/v1/audio-analysis/5FjfsP5wXlOYO4QV4Cmeg7,206093,4
0.659,0.942,2,-5.914,1,0.0292,0.0637,2.09e-05,0.277,0.961,130.744,audio_features,5pQHCIcRgwMJrL05Swgjjd,spotify:track:5pQHCIcRgwMJrL05Swgjjd,https://api.spotify.com/v1/tracks/5pQHCIcRgwMJrL05Swgjjd,https://api.spotify.com/v1/audio-analysis/5pQHCIcRgwMJrL05Swgjjd,184040,4
0.778,0.465,4,-7.662,1,0.318,0.729,0.000557,0.107,0.386,120.172,audio_features,3HEn14GqygLCNfroOnYiZb,spotify:track:3HEn14GqygLCNfroOnYiZb,https://api.spotify.com/v1/tracks/3HEn14GqygLCNfroOnYiZb,https://api.spotify.com/v1/audio-analysis/3HEn14GqygLCNfroOnYiZb,217013,4
0.779,0.608,5,-6.746,0,0.0868,0.0918,0.000242,0.304,0.365,94.067,audio_features,1pBvSBxDvp4NHdISc1GjHi,spotify:track:1pBvSBxDvp4NHdISc1GjHi,https://api.spotify.com/v1/tracks/1pBvSBxDvp4NHdISc1GjHi,https://api.spotify.com/v1/audio-analysis/1pBvSBxDvp4NHdISc1GjHi,215997,4
0.805,0.477,10,-7.168,0,0.0733,0.261,0.0,0.0902,0.888,77.978,audio_features,23AsqHcb16smgFd4ly7ZdK,spotify:track:23AsqHcb16smgFd4ly7ZdK,https://api.spotify.com/v1/tracks/23AsqHcb16smgFd4ly7ZdK,https://api.spotify.com/v1/audio-analysis/23AsqHcb16smgFd4ly7ZdK,243627,4
0.424,0.705,2,-5.889,1,0.185,0.28,2.84e-06,0.141,0.654,127.315,audio_features,4l295fn8GUozWoRPDADuxc,spotify:track:4l295fn8GUozWoRPDADuxc,https://api.spotify.com/v1/tracks/4l295fn8GUozWoRPDADuxc,https://api.spotify.com/v1/audio-analysis/4l295fn8GUozWoRPDADuxc,164787,3
0.543,0.298,0,-9.167,1,0.0683,0.597,1.49e-06,0.0804,0.254,125.523,audio_features,1x1BKrrpq7CfOZPBeUsx16,spotify:track:1x1BKrrpq7CfOZPBeUsx16,https://api.spotify.com/v1/tracks/1x1BKrrpq7CfOZPBeUsx16,https://api.spotify.com/v1/audio-analysis/1x1BKrrpq7CfOZPBeUsx16,261103,4
0.566,0.675,6,-8.904,1,0.0322,0.00714,0.00338,0.143,0.369,93.893,audio_features,5ncReJI2y4HJRmLkghRoWG,spotify:track:5ncReJI2y4HJRmLkghRoWG,https://api.spotify.com/v1/tracks/5ncReJI2y4HJRmLkghRoWG,https://api.spotify.com/v1/audio-analysis/5ncReJI2y4HJRmLkghRoWG,253787,4
0.65,0.501,10,-6.905,1,0.0963,0.582,0.0,0.112,0.374,127.984,audio_features,4mBy2d5IY5rQkidZBKXxfT,spotify:track:4mBy2d5IY5rQkidZBKXxfT,https://api.spotify.com/v1/tracks/4mBy2d5IY5rQkidZBKXxfT,https://api.spotify.com/v1/audio-analysis/4mBy2d5IY5rQkidZBKXxfT,232533,4
