name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_artists,genres
729 when i'm over you,0.512,0.306,7.0,-12.192,1.0,0.0399,0.867,0.0247,0.104,0.186,126.16,"['3ir2pF2mkiEWqyPenKTh5e', '1hLiboQ98IQWhpKeP9vRFw', '1Uk1GyijF6fSfX4mWq5bfR', '2OywDp0ldLitUL5iM8phSf', '6gAtOqhriLzOzb3Qqmg5kO', '6lcwlkAjBPSKnFBZjjZFJs', '5a3lFI5IJGQbpMTdjrehHl', '0nugNBwdWaptgIAsEtx1It', '6zcDLZ62JsbVM1nLrQMzi4', '3Yjr5lVbAr2Fe7Lmpwja70']","['asheville indie', 'bubblegrunge', 'indie pop', 'indie pop', 'pov: indie', 'indie pop', 'chamber pop', 'eau claire indie', 'indie folk', 'stomp and holler', 'wisconsin indie', 'philly indie', 'pov: indie', 'slacker rock', 'experimental indie', 'midwest shoegaze', 'indie pop', 'modern indie folk', 'countrygaze', 'small room', 'portland indie']"
728 found myself,0.5825,0.4645,8.5,-10.547,1.0,0.03955,0.581,0.028700000000000003,0.1165,0.326,127.6075,"['1Uk1GyijF6fSfX4mWq5bfR', '2vDu3SaOscvqL3DKIFPYOz', '3Nb8N20WChM0swo5qWTvm8', '4tuJ0bMpJh08umKkEXKUI5', '4aEuFytRb43SAgjchJDk5e', '4kIwETcbpuFgRukE8o7Opx', '4V30Q8ACPdJCcAmAYibfrH', '5Q81rlcTFh3k6DQJXPdsot', '4aej3kKLxSLM0WauTSfZ7k', '6sHCvZe1PHrOAuYlwTLNH4']","['indie pop', 'edmonton indie', 'future bass', 'vapor twitch', 'alt z', 'bedroom pop', 'indie pop', 'alternative r&b', 'indie soul', 'uk contemporary r&b', 'indie pop', 'channel islands indie', 'electropop', 'escape room', 'hyperpop', 'indie soul', 'vapor soul', 'modern indie pop', 'bedroom pop', 'indie poptimism', 'pov: indie']"
727 watch me,0.512,0.46799999999999997,3.0,-7.6335,0.5,0.0552,0.2515,0.00787,0.1185,0.2205,120.571,"['25uiPmTg16RbhZWAqwLBy5', '3LwiPwIJNshV4ItekGcIMo', '5a2w2tgpLwv26BYJf2qYwu', '3pYle1qnqjdGhG0agFZLj5', '12Zk1DFhCbHY6v3xep2ZjI', '2JzhQYGos3RqV7MT5fWeek', '6nxWCVXbOlEVRexSbLsTer', '4SQdUpG4f7UbkJG3cJ2Iyj', '6fFcUOFcbjeIuEomuUthkw', '18ca9d5EU5R1AhVKPR1cm0']","['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop', 'glitchcore', 'hyperpop', 'art pop', 'bubblegum bass', 'deconstructed club', 'escape room', 'hyperpop', 'proto-hyperpop', 'transpop', 'hyperpop', 'new jersey rap', 'art pop', 'chillwave', 'experimental pop', 'shimmer psych', 'australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica', 'ai', 'art pop', 'deconstructed club', 'escape room', 'experimental pop', 'fluxwork', 'alternative r&b', 'escape room', 'art pop', 'electra', 'escape room', 'experimental pop', 'spectra']"
726 do you believe it,0.618,0.271,6.5,-12.372,1.0,0.030850000000000002,0.8334999999999999,0.002426,0.1001,0.421,102.565,"['2plHc7V92yXf40BD8lQl2x', '0jkK3K1ATFFHofEWjd2i00', '2K5c4N7j15hUwrvv0ejlvV', '0VeDmQvivAadp6TiI4vrda', '3UpIbyXfGzmHG6TMH4dJEk', '7iPH2BRBF9wKa6ljxvdext', '7DT89nkTjnPsXUijqIxgCu', '1LrML89CKJhZjgji63Bvx1', '4uSftVc3FPWe6RJuMZNEe9', '0W79ONUwHoehEib1nRXlmi']","['chamber psych', 'gauze pop', 'chamber pop', 'indie folk', 'ambient folk', 'portland indie', 'ectofolk', 'lilith', 'new wave pop', 'permanent wave', 'singer-songwriter', 'bristol indie', 'british singer-songwriter', 'countrygaze', 'baroque pop', 'chamber pop', 'chicago indie', 'indie rock', 'melancholia', 'stomp and holler', 'small room']"
725 i don't wanna be loved,0.47050000000000003,0.7525,2.0,-6.025,1.0,0.035199999999999995,0.126,0.565,0.1505,0.475,131.969,"['4vAQ4M7vgItwBtmBTgRu48', '4tK6Z8fK7Sc9133byjPGIT', '1KCSUZBJy1bAsIz7wUYkd8', '7DlD7rLG9MKuvXtTeACzkO', '2FDvUb4YgyUPpmnm1ILPra', '5hAhrnb0Ch4ODwWu4tsbpi', '2Iy7tZpp5qQudlg5cbcgH8', '4IeWU3NYBI9mISFVhzXG8f', '5Wj0an60VgRckYV9zlDe1e', '6lcwlkAjBPSKnFBZjjZFJs']","['brighton indie', 'crank wave', 'english indie rock', 'uk post-punk revival', 'asheville indie', 'countrygaze', 'slacker rock', 'crank wave', 'crank wave', 'uk post-punk revival', 'american post-punk', 'crank wave', 'slacker rock', 'alternative rock', 'art pop', 'dream pop', 'indie rock', 'indietronica', 'lo-fi', 'new jersey indie', 'noise pop', 'permanent wave', 'shoegaze', 'american shoegaze', 'connecticut indie', 'countrygaze', 'dreamo', 'indie punk', 'new england shoegaze', 'nu gaze', 'shoegaze', 'crank wave', 'modern alternative rock', 'modern rock', 'uk post-punk revival', 'bubblegrunge', 'indie rock', 'small room', 'philly indie', 'pov: indie', 'slacker rock']"
724 i won't remember,0.506,0.461,4.0,-10.358,1.0,0.03,0.463,0.332,0.123,0.313,129.228,"['6lcwlkAjBPSKnFBZjjZFJs', '5hAhrnb0Ch4ODwWu4tsbpi', '5a3lFI5IJGQbpMTdjrehHl', '3Yjr5lVbAr2Fe7Lmpwja70', '2GJa7lPCjAB1rKXptXrfy8', '2Ho3J07GaGcCl2ePXnjEia', '4zaUiALGzCjfr0s9WKXCXL', '1CUUXdvZE6UzwQyBUm5YVD', '2gbT6GPXMis0OAkZbEQCYB', '2ApaG60P4r0yhBoDCGD8YG']","['philly indie', 'pov: indie', 'slacker rock', 'alternative rock', 'art pop', 'dream pop', 'indie rock', 'indietronica', 'lo-fi', 'new jersey indie', 'noise pop', 'permanent wave', 'shoegaze', 'experimental indie', 'midwest shoegaze', 'portland indie', 'hyper-rock', 'lo-fi indie', 'pennsylvania shoegaze', 'manitoba indie', 'countrygaze', 'lo-fi indie', 'nu gaze', 'philly indie', 'zoomergaze', 'bubblegrunge', 'cascadia shoegaze', 'portland indie', 'countrygaze', 'new jersey indie', 'small room', 'alternative rock', 'indie rock', 'melancholia', 'singer-songwriter']"
723 música eu sinto,0.589,0.283,5.0,-13.181,0.0,0.0409,0.83,0.648,0.149,0.487,113.683,"['5SVFuUaS3BKAdJs6I8rVa4', '73mSg0dykFyhvU96tb5xQV', '0UOrkpzPED604dKzxgfJqg', '69qhRLDvsWJOhWGXXQ0lQQ', '3Sz7ZnJQBIHsXLUSo0OQtM', '6eb2gxfoBSQhmDYkQKz93b', '73mSg0dykFyhvU96tb5xQV', '76hliHkgP5eIbVqLT7NmQ3', '6xrCU6zdcSTsG2hLrojpmI', '2ckfYpz65ZueWZa2dB6yXC']","['nova mpb', 'nova mpb', 'art pop', 'deep latin alternative', 'experimental pop', 'edmonton indie', 'lo-fi indie', 'pov: indie', 'slacker rock', 'latinx alternative', 'portland indie', 'argentine indie', 'electronica argentina', 'experimental pop', 'folktronica', 'chamber pop', 'gothenburg indie', 'indie folk', 'stomp and holler', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter', 'new weird america']"
722 nothing works,0.6655,0.622,6.0,-9.6995,0.5,0.0356,0.3705,0.13235,0.112,0.595,102.995,"['7DlD7rLG9MKuvXtTeACzkO', '5eerVxtb9lY9p6D7m89Bs7', '6cLEWhEKQl6nAvgr60M7zC', '3MAAaA3DFKpRNMrqfygWF1', '3yYUV3hkJit05YIUEODqgp', '3mHVuCOCIrE9zjUyMcPVJs', '2plHc7V92yXf40BD8lQl2x', '1Uk2WvbKqPrA19SbAO9miy', '5QdyldG4Fl4TPiOIeMNpBZ', '3NsEv68AsYdjKdCJ4AhHTa']","['crank wave', 'uk post-punk revival', 'art pop', 'electra', 'norwegian experimental', 'spectra', 'ectofolk', 'folktronica', 'lilith', 'new wave pop', 'singer-songwriter', 'melbourne indie', 'bubblegrunge', 'chamber pop', 'indie punk', 'indie rock', 'philly indie', 'chamber psych', 'gauze pop', 'melbourne indie', 'art pop', 'brooklyn indie', 'chamber pop', 'countrygaze', 'indie pop', 'indie rock', 'pov: indie', 'small room']"
721 this love,0.47250000000000003,0.222,4.0,-15.433,1.0,0.03725,0.909,0.45499999999999996,0.1085,0.223,99.965,"['0ZUyFEafMwocvApBjTXvdo', '3Yjr5lVbAr2Fe7Lmpwja70', '6xrCU6zdcSTsG2hLrojpmI', '39vA9YljbnOApXKniLWBZv', '5JpFdmGP5YVR80hwTyjhW0', '6TaXt2ECGxZ0MteLXaYsYs', '4aKWmkWAKviFlyvHYPTNQY', '6zcDLZ62JsbVM1nLrQMzi4', '7ACSlU8kTcQIbvpwLWze8E', '3KlPjpVKfm6vESPL46NDCh']","['bristol indie', 'chamber pop', 'chamber psych', 'indie folk', 'portland indie', 'chamber pop', 'gothenburg indie', 'indie folk', 'stomp and holler', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter', 'art pop', 'chamber pop', 'etherpop', 'indie pop', 'indie rock', 'indietronica', 'shimmer pop', 'countrygaze', 'indie pop', 'small room', 'countrygaze', 'small room', 'freak folk', 'indie folk', 'stomp and holler', 'countrygaze']"
720 next time,0.687,0.657,1.0,-6.389,1.0,0.0564,0.0836,0.000213,0.198,0.554,113.0,"['7rfkR5Nc8l4eA34a7eazoW', '3ir2pF2mkiEWqyPenKTh5e', '4Ge8xMJNwt6EEXOzVXju9a', '4os4J8PaDrqHAsBfO2xDn9', '5cj0lLjcoR7YOSnhnX0Po5', '3pYle1qnqjdGhG0agFZLj5', '0NB5HROxc8dDBXpkIi1v3d', '4wXchxfTTggLtzkoUhO86Q', '0xDPU57wNLiQuJJ6h0FedI', '6beUvFUlKliUYJdLOXNj9C']","['nyc indie rock', 'asheville indie', 'bubblegrunge', 'indie pop', 'art pop', 'escape room', 'indie pop', 'indietronica', 'dance pop', 'pop', 'hyperpop', 'indie pop', 'modern alternative pop', 'art pop', 'bubblegrunge', 'indie pop', 'indie rock', 'small room', 'alt z', 'indie pop', 'nyc pop']"
719 mis secretos,0.746,0.535,6.0,-7.4775,0.5,0.06265000000000001,0.2485,7.305e-06,0.1275,0.5465,96.4665,"['4q3ewBCX7sLwd24euuV69X', '0tbeZu9lv8YEKSQ9tZSslu', '3TVXtAsR1Inumwj472S9r4', '790FomKkXshlbRYZFtlgla', '1U1el3k54VvEUzo3ybLPlM', '7tYKF4w9nC0nq9CsPZTHyP', '4aW7Oc19mMo4LTbdomZKgo', '7ltDVBr6mKbRvohxheJ9h1', '6nB0iY1cjSY1KyhYyuIIKH', '5FxD8fkQZ6KcsSYupDVoSO']","['reggaeton', 'trap latino', 'urbano latino', 'alternative r&b', 'indie soul', 'nyc pop', 'canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'reggaeton', 'reggaeton colombiano', 'urbano latino', 'colombian pop', 'pop', 'r&b', 'rap', 'rap canario', 'rap latina', 'rap politico', 'spanish hip hop', 'urbano espanol', 'pop', 'r&b en espanol', 'afrofuturism', 'alternative r&b', 'art pop', 'escape room', 'experimental r&b', 'trip hop', 'bedroom pop', 'bedroom soul']"
718 coming to an end,0.6025,0.64,4.0,-7.0245,1.0,0.03835,0.1845,3.705e-06,0.15450000000000003,0.34750000000000003,128.043,"['1294QqYm1VuxxjRiL9M0h9', '3gBjSrNsYzzbeo0nwsL21J', '1Uk1GyijF6fSfX4mWq5bfR', '3WuoKYR1zeLGxR29c53Vdr', '54tv11ndFfiqXiR03PwdlB', '5EJHdetWppJ5mcyyU2HN52', '0ZGyR0jYdrIzy1xDZYyuDn', '4OSArit7O2Jaj4mgf3YN7A', '5Bw9kFNhy019e4IBCJZlzw', '0t3QQl52F463sxGXb1ckhB']","['alt z', 'modern indie pop', 'alt z', 'gen z singer-songwriter', 'modern indie pop', 'indie pop', 'gen z singer-songwriter', 'indie pop', 'modern indie folk', 'new jersey indie', 'modern indie pop', 'nashville indie', 'aussietronica', 'australian indie', 'brisbane indie', 'modern indie pop', 'australian dance', 'dance pop', 'electropop', 'metropopolis']"
717 in my dream last night,0.5205,0.5225,5.0,-8.182,1.0,0.03015,0.1955,0.19005,0.113,0.347,117.50399999999999,"['6lcwlkAjBPSKnFBZjjZFJs', '3NsEv68AsYdjKdCJ4AhHTa', '2OywDp0ldLitUL5iM8phSf', '7lOJ7WXyopaxri0dbOiZkd', '3Yjr5lVbAr2Fe7Lmpwja70', '4FAFa9p2vpYWRZdUpcAKH4', '2JFTRDi5v7JtqoouVe1z5D', '6zcDLZ62JsbVM1nLrQMzi4', '6U1lmwvy3I9dIYu9RalJi6', '59RNNqeEfkq3X5pfOQxZ3C']","['philly indie', 'pov: indie', 'slacker rock', 'alternative rock', 'baroque pop', 'canadian indie', 'canadian indie rock', 'canadian rock', 'indie rock', 'noise pop', 'portland indie', 'modern indie folk', 'bubblegrunge', 'chicago indie', 'countrygaze', 'midwest shoegaze', 'nu gaze', 'countrygaze', 'small room', 'boston indie', 'countrygaze', 'new england emo', 'new england shoegaze', 'nu gaze', 'shoegaze', 'small room', 'austindie', 'countrygaze', 'small room']"
716 i've been feeling,0.585,0.4355,8.0,-9.995999999999999,1.0,0.03095,0.22899999999999998,0.0201,0.09955,0.21550000000000002,111.468,"['4WZlZAyyBNVwoG4Zrh1tfC', '5e1BZulIiYWPRm8yogwUYH', '2OywDp0ldLitUL5iM8phSf', '0UIQXpn5oXhmpgbUDFzaLb', '6beUvFUlKliUYJdLOXNj9C', '09Wl9YiRr5l1rChWktQD4o', '63c8LndU96a2DpE9OhilbC', '6lcwlkAjBPSKnFBZjjZFJs', '2scnOsuExko5GJdIYZdEnC', '3ir2pF2mkiEWqyPenKTh5e']","['canadian indie', 'lilith', 'metropopolis', 'permanent wave', 'austin americana', 'countrygaze', 'alt z', 'indie pop', 'nyc pop', 'philly indie', 'pov: indie', 'slacker rock', 'asheville indie', 'bubblegrunge', 'indie pop']"
715 static,0.51,0.183,5.5,-15.106000000000002,1.0,0.03915,0.9105000000000001,0.00015549999999999999,0.112,0.2385,129.179,"['3hyGGjxu73JuzBa757H6R5', '0JUTh3GM8SoFZTEyqPCRl5', '3bYcjbVAN3rAuU3TMzw2mB', '7B2edU3Q7btJoNsoHCNohM', '4MXUO7sVCaFgFjoTI5ox5c', '5B7NeaqVrmXPyF05C9tnZ3', '0jzaoSt5gOC04OWBqN78VS', '4aKWmkWAKviFlyvHYPTNQY', '4wMfqR1EZagrSlYndItxGQ', '1f3ubTd6eyxuy30ddDJQQa']","['anti-folk', 'chamber pop', 'folk punk', 'indie rock', 'lo-fi', 'melancholia', 'new weird america', 'british singer-songwriter', 'british folk', 'british singer-songwriter', 'chamber pop', 'singer-songwriter', 'art pop', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'singer-songwriter', 'countrygaze', 'deep new americana', 'louisville indie', 'small room', 'countrygaze', 'indie pop', 'small room', 'small room', 'boston folk', 'ectofolk', 'folk', 'indie folk', 'new americana', 'progressive bluegrass']"
714 these hands,0.545,0.4305,4.5,-11.317499999999999,1.0,0.0288,0.5815,0.013049999999999999,0.111,0.43,117.039,"['1Hs5RG6WIwUSJLxRYWaOW6', '3Yjr5lVbAr2Fe7Lmpwja70', '4e9vQfyvvDlcQAkjSdFE4x', '3IxsVnysqUrIyJ3eKdpugA', '1ll45mCZIveI9KHNZx2DdS', '2Txt8BxMl4npWRDxQAKvX7', '4tK6Z8fK7Sc9133byjPGIT', '4vMEEvFTmhgNByZsQrsSQ0', '0UIQXpn5oXhmpgbUDFzaLb', '3iJJD5v7oIFUevW4N5w5cj']","['5th wave emo', 'bubblegrunge', 'diy emo', 'indie punk', 'seattle indie', 'portland indie', 'indie pop', 'small room', 'alternative country', 'chamber pop', 'lo-fi', 'modern power pop', 'asheville indie', 'countrygaze', 'slacker rock', 'austin americana', 'countrygaze', 'art pop', 'cello', 'experimental', 'fourth world', 'minimalism', 'modern cello', 'no wave']"
713 love is just an accident,0.547,0.417,6.0,-8.31,1.0,0.0306,0.357,0.000713,0.113,0.232,110.048,"['27C5xkyXM5kWgVqqdR9aqY', '5CgUSK3nZJAv90N00E6gj5', '06HL4z0CvFAxyc27GXpf02', '2JzhQYGos3RqV7MT5fWeek', '1Z2KInfSmPOzAIYyiaXeti', '21IgTzfAyrn8DJpEY7F4DM', '59RNNqeEfkq3X5pfOQxZ3C', '6lcwlkAjBPSKnFBZjjZFJs', '65dR9mWSEKojt3aFbevjrR', '3psutwIiyR5tfTM1TTNxFv']","['pop', 'art pop', 'chillwave', 'experimental pop', 'shimmer psych', 'chamber pop', 'chillwave', 'dream pop', 'experimental pop', 'idaho indie', 'indie rock', 'indietronica', 'shimmer pop', 'stomp and holler', 'bubblegrunge', 'austindie', 'countrygaze', 'small room', 'philly indie', 'pov: indie', 'slacker rock', 'bubblegrunge']"
712 still,0.514,0.381,3.5,-9.828,1.0,0.0556,0.603,1.0335e-05,0.2465,0.3065,85.72149999999999,"['0knGpCTbmG4ctl1wzYRZs4', '7tYKF4w9nC0nq9CsPZTHyP', '5FxD8fkQZ6KcsSYupDVoSO', '5qfkUSH3ip5dD2eEPhjkT3', '20wkVLutqVOYrc0kxFs7rA', '5nvWOyAkfNgVLKESq4fOj2', '1cZQSpDsxgKIX2yW5OR9Ot', '2i9uaNzfUtuApAjEf1omV8', '6nB0iY1cjSY1KyhYyuIIKH', '2h93pZq0e7k5yf4dywlkpM']","['bedroom soul', 'pop', 'r&b', 'rap', 'bedroom pop', 'bedroom soul', 'alternative r&b', 'canadian contemporary r&b', 'pittsburgh rap', 'alt z', 'canadian pop', 'uk pop', 'brooklyn indie', 'electropop', 'indie poptimism', 'nyc pop', 'shimmer pop', 'afrofuturism', 'alternative r&b', 'art pop', 'escape room', 'experimental r&b', 'trip hop', 'lgbtq+ hip hop', 'neo soul']"
711 delicate,0.443,0.514,3.0,-9.328,1.0,0.0322,0.202,0.00774,0.0979,0.14,130.168,"['6Gl4Q3ePw6HKMfIOix5QpG', '09kXLeOXRyfNQMXRaDO4qA', '6lcwlkAjBPSKnFBZjjZFJs', '56ZTgzPBDge0OvCGgMO3OY', '5Wabl1lPdNOeIn0SQ5A1mp', '4wXchxfTTggLtzkoUhO86Q', '7d0wUlQ0ZXIGFa0YzuBiR6', '6LEeAFiJF8OuPx747e1wxR', '4SXS92sCu5twnCUx4Dy44H', '6Xb4ezwoAQC4516kI89nWz']","['bubblegrunge', 'art pop', 'experimental pop', 'uk alternative pop', 'philly indie', 'pov: indie', 'slacker rock', 'art pop', 'baltimore indie', 'dream pop', 'dreamo', 'indie rock', 'indietronica', 'modern dream pop', 'pov: indie', 'alternative rock', 'art pop', 'dream pop', 'ethereal wave', 'melancholia', 'new wave', 'scottish indie', 'scottish shoegaze', 'shoegaze', 'synthpop', 'art pop', 'bubblegrunge', 'indie pop', 'indie rock', 'small room', 'oakland indie', 'alternative r&b', 'art pop', 'escape room', 'indie soul', 'indietronica', 'metropopolis', 'etherpop', 'metropopolis']"
710 all to myself,0.4575,0.451,4.0,-8.0395,1.0,0.0329,0.4275,0.01031,0.1315,0.34450000000000003,118.11,"['4OSArit7O2Jaj4mgf3YN7A', '7hp6PmppZj6iiolLVT4iEZ', '0avMDS4HyoCEP6RqZJWpY2', '3pYle1qnqjdGhG0agFZLj5', '6oBm8HB0yfrIc9IHbxs6in', '7hAolICGSgXJuM6DUpK5rp', '2eMb96S1ZJ1YQ7FhWAzWJL', '1jFVu6Z7wmwywivOeBTSIV', '053q0ukIDRgzwTr4vNSwab', '00FQb4jTyendYWaN8pK0wa']","['aussietronica', 'australian indie', 'brisbane indie', 'countrygaze', 'indie pop', 'modern dream pop', 'hyperpop', 'electropop', 'indietronica', 'neo-synthpop', 'swedish electropop', 'swedish indie pop', 'swedish pop', 'brooklyn indie', 'indietronica', 'metropopolis', 'neo-synthpop', 'dark synthpop', 'indie pop', 'la indie', 'art pop', 'canadian electropop', 'grave wave', 'indietronica', 'metropopolis', 'neo-synthpop', 'art pop', 'pop']"
709 intertwined,0.609,0.676,2.0,-7.337,1.0,0.0346,0.201,0.316,0.114,0.355,110.328,"['4RB2kk5dmocmMiHFBlmOEt', '6Gl4Q3ePw6HKMfIOix5QpG', '2cCUtGK9sDU2EoElnk0GNB', '6lcwlkAjBPSKnFBZjjZFJs', '4vAQ4M7vgItwBtmBTgRu48', '59RNNqeEfkq3X5pfOQxZ3C', '09kXLeOXRyfNQMXRaDO4qA', '22ojy4H4ZVpowC4lRRC8In', '04GCjO1r1hPelibCUq9S8H', '5AyEXCtu3xnnsTGCo4RVZh']","['uk contemporary r&b', 'bubblegrunge', 'chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'philly indie', 'pov: indie', 'slacker rock', 'brighton indie', 'crank wave', 'english indie rock', 'uk post-punk revival', 'austindie', 'countrygaze', 'small room', 'art pop', 'experimental pop', 'uk alternative pop', 'art pop', 'chamber pop', 'indie rock', 'indietronica', 'noise pop', 'vancouver indie', 'lo-fi indie', 'newfoundland indie', 'slacker rock', 'small room', 'corecore', 'dream pop', 'pov: indie', 'slowcore']"
708 anybody else,0.453,0.315,10.0,-10.613,1.0,0.0307,0.696,1.75e-05,0.106,0.332,113.956,"['4e9vQfyvvDlcQAkjSdFE4x', '1r1uxoy19fzMxunt3ONAkG', '5jy9tglmQRLmTmcqz2qyUa', '25tISYfzQFqAvNdmWPspGS', '12j6dJrPXanCBwY599pZxf', '1GUaQ6GpaxFPKZ0SCSsnwD', '2gbT6GPXMis0OAkZbEQCYB', '6lcwlkAjBPSKnFBZjjZFJs', '3Yjr5lVbAr2Fe7Lmpwja70', '4hmP7SKOIhC8e1PZo8UG7f']","['indie pop', 'indie pop', 'la indie', 'pov: indie', 'gen z singer-songwriter', 'gainesville indie', 'indie anthem-folk', 'indie pop', 'pov: indie', 'countrygaze', 'small room', 'countrygaze', 'new jersey indie', 'small room', 'philly indie', 'pov: indie', 'slacker rock', 'portland indie']"
707 it was you,0.36750000000000005,0.7725,7.0,-7.323,1.0,0.04,0.036199999999999996,0.1825,0.1305,0.387,113.685,"['6A7uqgC2N1nUhrCLAytHxN', '6lcwlkAjBPSKnFBZjjZFJs', '0ba3O2a1JNxb3oXbF74KcG', '5Wj0an60VgRckYV9zlDe1e', '6rnbB5fuUuCSsspvFsxIpT', '0gqljtE0ZzPxEpjmHeNvTx', '2WcCoPxAWFNSCvsFPrpf30', '01KwP1BF3r3ynpqv02Ckey', '6U1lmwvy3I9dIYu9RalJi6', '4j7DrazfBZLLD0OrVoAtEe']","['alternative emo', 'bubblegrunge', 'canadian indie', 'canadian pop punk', 'canadian punk', 'emo', 'indie punk', 'toronto indie', 'philly indie', 'pov: indie', 'slacker rock', 'countrygaze', 'bubblegrunge', 'indie rock', 'small room', 'cleveland indie', 'indie punk', 'indie rock', 'lo-fi', 'modern power pop', 'noise pop', 'popgaze', 'bubblegrunge', 'countrygaze', 'indie punk', 'philly indie', 'canadian indie', 'canadian indie rock', 'indie rock', 'modern alternative rock', 'modern rock', 'noise pop', 'noise rock', 'vancouver indie', 'vancouver punk', 'phoenix indie', 'boston indie', 'countrygaze', 'new england emo', 'new england shoegaze', 'nu gaze', 'shoegaze', 'small room', 'asheville indie', 'bubblegrunge', 'countrygaze']"
706 meant to last,0.467,0.494,2.0,-10.537,1.0,0.0315,0.765,0.00407,0.11,0.295,97.957,"['5jy9tglmQRLmTmcqz2qyUa', '4V30Q8ACPdJCcAmAYibfrH', '2wJ4vsxWd7df7dRU4KcoDe', '4e9vQfyvvDlcQAkjSdFE4x', '1GUaQ6GpaxFPKZ0SCSsnwD', '3KlPjpVKfm6vESPL46NDCh', '1CUUXdvZE6UzwQyBUm5YVD', '2K5c4N7j15hUwrvv0ejlvV', '12zbUHbPHL5DGuJtiUfsip', '6cLEWhEKQl6nAvgr60M7zC']","['gen z singer-songwriter', 'indie pop', 'art pop', 'chamber pop', 'indie rock', 'melancholia', 'new jersey indie', 'singer-songwriter', 'indie pop', 'countrygaze', 'small room', 'countrygaze', 'bubblegrunge', 'cascadia shoegaze', 'portland indie', 'ambient folk', 'portland indie', 'ambient folk', 'indie pop', 'ectofolk', 'folktronica', 'lilith', 'new wave pop', 'singer-songwriter']"
705 so good,0.6845,0.7164999999999999,7.0,-6.204000000000001,1.0,0.03945,0.03395,0.0005955,0.131,0.3435,112.464,"['3Xt3RrJMFv5SZkCfUE8C1J', '25uiPmTg16RbhZWAqwLBy5', '1xcMOgFUM1IYZE22YjCvsL', '04vj3iPUiVh5melWr0w3xT', '5QuBVnBPEzwYvFrgBbwpmU', '0QJIPDAEDILuo8AIq3pMuU', '7lsnwlX6puQ7lcpSEpJbZE', '3pYle1qnqjdGhG0agFZLj5', '1oPRcJUkloHaRLYx0olBLJ', '5a2w2tgpLwv26BYJf2qYwu']","['alt z', 'dance pop', 'pop', 'transpop', 'art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop', 'alternative r&b', 'art pop', 'escape room', 'gauze pop', 'shimmer psych', 'spectra', 'vapor pop', 'art pop', 'electro-pop francais', 'metropopolis', 'shimmer pop', 'art pop', 'electropop', 'escape room', 'etherpop', 'shiver pop', 'escape room', 'indietronica', 'new rave', 'alternative r&b', 'escape room', 'hyperpop', 'la pop', 'art pop', 'bubblegum bass', 'deconstructed club', 'escape room', 'hyperpop', 'proto-hyperpop', 'transpop']"
704 running home,0.596,0.257,4.5,-12.246500000000001,1.0,0.032049999999999995,0.9265000000000001,0.00045999999999999996,0.112,0.357,124.553,"['06HL4z0CvFAxyc27GXpf02', '3gBjSrNsYzzbeo0nwsL21J', '4aEuFytRb43SAgjchJDk5e', '4e9vQfyvvDlcQAkjSdFE4x', '4nxKz1dRYXnsGzN1lUURtG', '7hp6PmppZj6iiolLVT4iEZ', '4Ky0ZDJDfY7UBbTVYPyVKc', '1GmsPCcpKgF9OhlNXjOsbS', '7adlRX57hqe6Pc4YHrSGG0', '3ir2pF2mkiEWqyPenKTh5e']","['pop', 'alt z', 'gen z singer-songwriter', 'modern indie pop', 'bedroom pop', 'indie pop', 'indie pop', 'indie pop', 'pov: indie', 'alt z', 'boston folk', 'indie pop', 'singer-songwriter pop', 'countrygaze', 'la indie', 'small room', 'asheville indie', 'bubblegrunge', 'indie pop']"
703 i like it,0.647,0.4205,1.0,-9.383,0.5,0.05815,0.377,0.0014705,0.123,0.435,113.8725,"['6vWDO969PvNqNYHIOW5v0m', '66CXWjxzNUsdJxJ2JdwvnR', '57vWImR43h4CaDao012Ofp', '63XBtGSEZINSyXylZxEUbv', '20wkVLutqVOYrc0kxFs7rA', '5FxD8fkQZ6KcsSYupDVoSO', '4ClziihVpBeFXNyDH83Lde', '5Vuvs6Py2JRU7WiFDVsI7J', '6tpaMMCs8X6o8j9H5OmWmT', '6LEeAFiJF8OuPx747e1wxR']","['pop', 'r&b', 'pop', 'afrofuturism', 'alternative r&b', 'r&b', 'canadian contemporary r&b', 'bedroom pop', 'bedroom soul', 'alternative r&b', 'bedroom soul', 'alternative r&b', 'r&b', 'alternative r&b', 'experimental r&b', 'alternative r&b', 'art pop', 'escape room', 'indie soul', 'indietronica', 'metropopolis']"
